"","skill","jobref","count"
"5345","Math","job83685374",0
"5346","Programming","job83685374",0
"5347","structured Data","job83685374",0
"5348","data Mining","job83685374",0
"5349","scientific Method","job83685374",0
"5350","Math","job83685374",0
"5351","project Management","job83685374",0
"5352","data Management","job83685374",0
"5353","Statistics","job83685374",0
"5354","product design","job83685374",0
"5355","business Development","job83685374",0
"5356","machine Learning","job83685374",0
"5357","algorithms","job83685374",0
"5358","database","job83685374",0
"5359","graphical Models","job83685374",0
"5360","Models","job83685374",0
"5361","modelling","job83685374",0
"5362","unstructured data","job83685374",0
"5363","optimisation","job83685374",0
"5364","bayesian","job83685374",0
"5365","front end","job83685374",0
"5366","system administration","job83685374",0
"5367","back end","job83685374",0
"5368","big data","job83685374",0
"5369","distributed data","job83685374",0
"5370","cloud Management","job83685374",0
"5371","Hadoop","job83685374",0
"5372","Java","job83685374",0
"5373","R","job83685374",0
"5374","Hive","job83685374",0
"5375","Mapreduce","job83685374",0
"5376","NoSQL","job83685374",0
"5377","Pig","job83685374",0
"5378","SAS","job83685374",0
"5379","C","job83685374",0
"5380","Oracle","job83685374",0
"5381","Teradata","job83685374",0
"5382","SPSS","job83685374",0
"5383","Matlab","job83685374",0
"5384","Perl","job83685374",0
"5385","MySQL","job83685374",0
"5386","PostgreSQL","job83685374",0
"5387","Ruby","job83685374",0
"5388","HTML","job83685374",0
"5389","Stata","job83685374",0
"5390","Julia","job83685374",0
"5391","SQL","job83709897",1
"5392","Python","job83709897",0
"5393","communication skills","job83709897",0
"5394","Scala","job83709897",0
"5395","predictive analytics","job83709897",0
"5396","Natural Language Processing","job83709897",0
"5397","Analytical","job83709897",0
"5398","Creativity","job83709897",0
"5399","Mathematics","job83709897",0
"5400","Math","job83709897",0
"5401","Programming","job83709897",0
"5402","structured Data","job83709897",0
"5403","data Mining","job83709897",0
"5404","scientific Method","job83709897",0
"5405","Math","job83709897",0
"5406","project Management","job83709897",0
"5407","data Management","job83709897",0
"5408","Statistics","job83709897",0
"5409","product design","job83709897",0
"5410","business Development","job83709897",0
"5411","machine Learning","job83709897",0
"5412","algorithms","job83709897",0
"5413","database","job83709897",0
"5414","graphical Models","job83709897",0
"5415","Models","job83709897",0
"5416","modelling","job83709897",0
"5417","unstructured data","job83709897",0
"5418","optimisation","job83709897",0
"5419","bayesian","job83709897",0
"5420","front end","job83709897",0
"5421","system administration","job83709897",0
"5422","back end","job83709897",0
"5423","big data","job83709897",0
"5424","distributed data","job83709897",0
"5425","cloud Management","job83709897",0
"5426","Hadoop","job83709897",0
"5427","Java","job83709897",0
"5428","R","job83709897",0
"5429","Hive","job83709897",0
"5430","Mapreduce","job83709897",0
"5431","NoSQL","job83709897",0
"5432","Pig","job83709897",0
"5433","SAS","job83709897",0
"5434","C","job83709897",1
"5435","Oracle","job83709897",0
"5436","Teradata","job83709897",0
"5437","SPSS","job83709897",0
"5438","Matlab","job83709897",0
"5439","Perl","job83709897",0
"5440","MySQL","job83709897",0
"5441","PostgreSQL","job83709897",0
"5442","Ruby","job83709897",0
"5443","HTML","job83709897",0
"5444","Stata","job83709897",0
"5445","Julia","job83709897",0
"5446","SQL","job83587940",1
"5447","Python","job83587940",0
"5448","communication skills","job83587940",0
"5449","Scala","job83587940",0
"5450","predictive analytics","job83587940",0
"5451","Natural Language Processing","job83587940",0
"5452","Analytical","job83587940",0
"5453","Creativity","job83587940",0
"5454","Mathematics","job83587940",0
"5455","Math","job83587940",0
"5456","Programming","job83587940",0
"5457","structured Data","job83587940",0
"5458","data Mining","job83587940",0
"5459","scientific Method","job83587940",0
"5460","Math","job83587940",0
"5461","project Management","job83587940",0
"5462","data Management","job83587940",0
"5463","Statistics","job83587940",1
"5464","product design","job83587940",0
"5465","business Development","job83587940",0
"5466","machine Learning","job83587940",0
"5467","algorithms","job83587940",0
"5468","database","job83587940",1
"5469","graphical Models","job83587940",0
"5470","Models","job83587940",0
"5471","modelling","job83587940",0
"5472","unstructured data","job83587940",0
"5473","optimisation","job83587940",0
"5474","bayesian","job83587940",0
"5475","front end","job83587940",0
"5476","system administration","job83587940",0
"5477","back end","job83587940",0
"5478","big data","job83587940",0
"5479","distributed data","job83587940",0
"5480","cloud Management","job83587940",0
"5481","Hadoop","job83587940",0
"5482","Java","job83587940",0
"5483","R","job83587940",0
"5484","Hive","job83587940",0
"5485","Mapreduce","job83587940",0
"5486","NoSQL","job83587940",0
"5487","Pig","job83587940",0
"5488","SAS","job83587940",0
"5489","C","job83587940",0
"5490","Oracle","job83587940",0
"5491","Teradata","job83587940",0
"5492","SPSS","job83587940",0
"5493","Matlab","job83587940",0
"5494","Perl","job83587940",0
"5495","MySQL","job83587940",1
"5496","PostgreSQL","job83587940",0
"5497","Ruby","job83587940",0
"5498","HTML","job83587940",1
"5499","Stata","job83587940",0
"5500","Julia","job83587940",0
"5501","SQL","job83781889",1
"5502","Python","job83781889",0
"5503","communication skills","job83781889",0
"5504","Scala","job83781889",0
"5505","predictive analytics","job83781889",0
"5506","Natural Language Processing","job83781889",0
"5507","Analytical","job83781889",1
"5508","Creativity","job83781889",0
"5509","Mathematics","job83781889",0
"5510","Math","job83781889",0
"5511","Programming","job83781889",0
"5512","structured Data","job83781889",0
"5513","data Mining","job83781889",0
"5514","scientific Method","job83781889",0
"5515","Math","job83781889",0
"5516","project Management","job83781889",0
"5517","data Management","job83781889",0
"5518","Statistics","job83781889",0
"5519","product design","job83781889",0
"5520","business Development","job83781889",0
"5521","machine Learning","job83781889",0
"5522","algorithms","job83781889",0
"5523","database","job83781889",0
"5524","graphical Models","job83781889",0
"5525","Models","job83781889",0
"5526","modelling","job83781889",0
"5527","unstructured data","job83781889",0
"5528","optimisation","job83781889",0
"5529","bayesian","job83781889",0
"5530","front end","job83781889",0
"5531","system administration","job83781889",0
"5532","back end","job83781889",0
"5533","big data","job83781889",0
"5534","distributed data","job83781889",0
"5535","cloud Management","job83781889",0
"5536","Hadoop","job83781889",0
"5537","Java","job83781889",0
"5538","R","job83781889",0
"5539","Hive","job83781889",0
"5540","Mapreduce","job83781889",0
"5541","NoSQL","job83781889",0
"5542","Pig","job83781889",0
"5543","SAS","job83781889",0
"5544","C","job83781889",0
"5545","Oracle","job83781889",0
"5546","Teradata","job83781889",0
"5547","SPSS","job83781889",0
"5548","Matlab","job83781889",0
"5549","Perl","job83781889",0
"5550","MySQL","job83781889",0
"5551","PostgreSQL","job83781889",0
"5552","Ruby","job83781889",0
"5553","HTML","job83781889",0
"5554","Stata","job83781889",0
"5555","Julia","job83781889",0
"5556","SQL","job83780930",0
"5557","Python","job83780930",0
"5558","communication skills","job83780930",0
"5559","Scala","job83780930",0
"5560","predictive analytics","job83780930",0
"5561","Natural Language Processing","job83780930",0
"5562","Analytical","job83780930",0
"5563","Creativity","job83780930",0
"5564","Mathematics","job83780930",0
"5565","Math","job83780930",0
"5566","Programming","job83780930",0
"5567","structured Data","job83780930",0
"5568","data Mining","job83780930",0
"5569","scientific Method","job83780930",0
"5570","Math","job83780930",0
"5571","project Management","job83780930",0
"5572","data Management","job83780930",2
"5573","Statistics","job83780930",0
"5574","product design","job83780930",0
"5575","business Development","job83780930",0
"5576","machine Learning","job83780930",0
"5577","algorithms","job83780930",0
"5578","database","job83780930",0
"5579","graphical Models","job83780930",0
"5580","Models","job83780930",0
"5581","modelling","job83780930",0
"5582","unstructured data","job83780930",0
"5583","optimisation","job83780930",0
"5584","bayesian","job83780930",0
"5585","front end","job83780930",0
"5586","system administration","job83780930",0
"5587","back end","job83780930",0
"5588","big data","job83780930",0
"5589","distributed data","job83780930",0
"5590","cloud Management","job83780930",0
"5591","Hadoop","job83780930",0
"5592","Java","job83780930",0
"5593","R","job83780930",0
"5594","Hive","job83780930",0
"5595","Mapreduce","job83780930",0
"5596","NoSQL","job83780930",0
"5597","Pig","job83780930",0
"5598","SAS","job83780930",0
"5599","C","job83780930",0
"5600","Oracle","job83780930",0
"5601","Teradata","job83780930",0
"5602","SPSS","job83780930",0
"5603","Matlab","job83780930",0
"5604","Perl","job83780930",0
"5605","MySQL","job83780930",0
"5606","PostgreSQL","job83780930",0
"5607","Ruby","job83780930",0
"5608","HTML","job83780930",0
"5609","Stata","job83780930",0
"5610","Julia","job83780930",0
"5611","SQL","job83777809",0
"5612","Python","job83777809",0
"5613","communication skills","job83777809",0
"5614","Scala","job83777809",0
"5615","predictive analytics","job83777809",0
"5616","Natural Language Processing","job83777809",0
"5617","Analytical","job83777809",0
"5618","Creativity","job83777809",0
"5619","Mathematics","job83777809",0
"5620","Math","job83777809",0
"5621","Programming","job83777809",0
"5622","structured Data","job83777809",0
"5623","data Mining","job83777809",0
"5624","scientific Method","job83777809",0
"5625","Math","job83777809",0
"5626","project Management","job83777809",0
"5627","data Management","job83777809",0
"5628","Statistics","job83777809",0
"5629","product design","job83777809",0
"5630","business Development","job83777809",0
"5631","machine Learning","job83777809",0
"5632","algorithms","job83777809",0
"5633","database","job83777809",0
"5634","graphical Models","job83777809",0
"5635","Models","job83777809",0
"5636","modelling","job83777809",0
"5637","unstructured data","job83777809",0
"5638","optimisation","job83777809",0
"5639","bayesian","job83777809",0
"5640","front end","job83777809",0
"5641","system administration","job83777809",0
"5642","back end","job83777809",0
"5643","big data","job83777809",0
"5644","distributed data","job83777809",0
"5645","cloud Management","job83777809",0
"5646","Hadoop","job83777809",0
"5647","Java","job83777809",0
"5648","R","job83777809",0
"5649","Hive","job83777809",0
"5650","Mapreduce","job83777809",0
"5651","NoSQL","job83777809",0
"5652","Pig","job83777809",0
"5653","SAS","job83777809",0
"5654","C","job83777809",0
"5655","Oracle","job83777809",0
"5656","Teradata","job83777809",0
"5657","SPSS","job83777809",0
"5658","Matlab","job83777809",0
"5659","Perl","job83777809",0
"5660","MySQL","job83777809",0
"5661","PostgreSQL","job83777809",0
"5662","Ruby","job83777809",0
"5663","HTML","job83777809",0
"5664","Stata","job83777809",0
"5665","Julia","job83777809",0
"5666","SQL","job83777716",0
"5667","Python","job83777716",0
"5668","communication skills","job83777716",0
"5669","Scala","job83777716",0
"5670","predictive analytics","job83777716",0
"5671","Natural Language Processing","job83777716",0
"5672","Analytical","job83777716",0
"5673","Creativity","job83777716",0
"5674","Mathematics","job83777716",0
"5675","Math","job83777716",0
"5676","Programming","job83777716",0
"5677","structured Data","job83777716",0
"5678","data Mining","job83777716",0
"5679","scientific Method","job83777716",0
"5680","Math","job83777716",0
"5681","project Management","job83777716",0
"5682","data Management","job83777716",0
"5683","Statistics","job83777716",0
"5684","product design","job83777716",0
"5685","business Development","job83777716",0
"5686","machine Learning","job83777716",0
"5687","algorithms","job83777716",0
"5688","database","job83777716",2
"5689","graphical Models","job83777716",0
"5690","Models","job83777716",0
"5691","modelling","job83777716",0
"5692","unstructured data","job83777716",0
"5693","optimisation","job83777716",0
"5694","bayesian","job83777716",0
"5695","front end","job83777716",0
"5696","system administration","job83777716",0
"5697","back end","job83777716",0
"5698","big data","job83777716",0
"5699","distributed data","job83777716",0
"5700","cloud Management","job83777716",0
"5701","Hadoop","job83777716",0
"5702","Java","job83777716",0
"5703","R","job83777716",0
"5704","Hive","job83777716",0
"5705","Mapreduce","job83777716",0
"5706","NoSQL","job83777716",0
"5707","Pig","job83777716",0
"5708","SAS","job83777716",0
"5709","C","job83777716",0
"5710","Oracle","job83777716",0
"5711","Teradata","job83777716",0
"5712","SPSS","job83777716",0
"5713","Matlab","job83777716",0
"5714","Perl","job83777716",0
"5715","MySQL","job83777716",0
"5716","PostgreSQL","job83777716",0
"5717","Ruby","job83777716",0
"5718","HTML","job83777716",0
"5719","Stata","job83777716",0
"5720","Julia","job83777716",0
"5721","SQL","job83776236",3
"5722","Python","job83776236",3
"5723","communication skills","job83776236",0
"5724","Scala","job83776236",0
"5725","predictive analytics","job83776236",0
"5726","Natural Language Processing","job83776236",0
"5727","Analytical","job83776236",0
"5728","Creativity","job83776236",0
"5729","Mathematics","job83776236",0
"5730","Math","job83776236",0
"5731","Programming","job83776236",0
"5732","structured Data","job83776236",0
"5733","data Mining","job83776236",0
"5734","scientific Method","job83776236",0
"5735","Math","job83776236",0
"5736","project Management","job83776236",0
"5737","data Management","job83776236",0
"5738","Statistics","job83776236",0
"5739","product design","job83776236",0
"5740","business Development","job83776236",0
"5741","machine Learning","job83776236",0
"5742","algorithms","job83776236",0
"5743","database","job83776236",0
"5744","graphical Models","job83776236",0
"5745","Models","job83776236",0
"5746","modelling","job83776236",1
"5747","unstructured data","job83776236",0
"5748","optimisation","job83776236",0
"5749","bayesian","job83776236",0
"5750","front end","job83776236",0
"5751","system administration","job83776236",0
"5752","back end","job83776236",0
"5753","big data","job83776236",0
"5754","distributed data","job83776236",0
"5755","cloud Management","job83776236",0
"5756","Hadoop","job83776236",1
"5757","Java","job83776236",0
"5758","R","job83776236",3
"5759","Hive","job83776236",0
"5760","Mapreduce","job83776236",0
"5761","NoSQL","job83776236",0
"5762","Pig","job83776236",0
"5763","SAS","job83776236",0
"5764","C","job83776236",0
"5765","Oracle","job83776236",0
"5766","Teradata","job83776236",0
"5767","SPSS","job83776236",0
"5768","Matlab","job83776236",0
"5769","Perl","job83776236",0
"5770","MySQL","job83776236",0
"5771","PostgreSQL","job83776236",0
"5772","Ruby","job83776236",0
"5773","HTML","job83776236",0
"5774","Stata","job83776236",0
"5775","Julia","job83776236",0
"5776","SQL","job83775239",0
"5777","Python","job83775239",0
"5778","communication skills","job83775239",0
"5779","Scala","job83775239",0
"5780","predictive analytics","job83775239",0
"5781","Natural Language Processing","job83775239",0
"5782","Analytical","job83775239",0
"5783","Creativity","job83775239",0
"5784","Mathematics","job83775239",0
"5785","Math","job83775239",0
"5786","Programming","job83775239",0
"5787","structured Data","job83775239",0
"5788","data Mining","job83775239",0
"5789","scientific Method","job83775239",0
"5790","Math","job83775239",0
"5791","project Management","job83775239",0
"5792","data Management","job83775239",0
"5793","Statistics","job83775239",0
"5794","product design","job83775239",0
"5795","business Development","job83775239",0
"5796","machine Learning","job83775239",0
"5797","algorithms","job83775239",0
"5798","database","job83775239",1
"5799","graphical Models","job83775239",0
"5800","Models","job83775239",1
"5801","modelling","job83775239",1
"5802","unstructured data","job83775239",0
"5803","optimisation","job83775239",0
"5804","bayesian","job83775239",0
"5805","front end","job83775239",0
"5806","system administration","job83775239",0
"5807","back end","job83775239",0
"5808","big data","job83775239",0
"5809","distributed data","job83775239",0
"5810","cloud Management","job83775239",0
"5811","Hadoop","job83775239",0
"5812","Java","job83775239",0
"5813","R","job83775239",2
"5814","Hive","job83775239",0
"5815","Mapreduce","job83775239",0
"5816","NoSQL","job83775239",0
"5817","Pig","job83775239",0
"5818","SAS","job83775239",0
"5819","C","job83775239",0
"5820","Oracle","job83775239",0
"5821","Teradata","job83775239",0
"5822","SPSS","job83775239",0
"5823","Matlab","job83775239",0
"5824","Perl","job83775239",0
"5825","MySQL","job83775239",0
"5826","PostgreSQL","job83775239",0
"5827","Ruby","job83775239",0
"5828","HTML","job83775239",0
"5829","Stata","job83775239",0
"5830","Julia","job83775239",0
"5831","SQL","job83774825",0
"5832","Python","job83774825",0
"5833","communication skills","job83774825",0
"5834","Scala","job83774825",0
"5835","predictive analytics","job83774825",0
"5836","Natural Language Processing","job83774825",0
"5837","Analytical","job83774825",0
"5838","Creativity","job83774825",0
"5839","Mathematics","job83774825",0
"5840","Math","job83774825",0
"5841","Programming","job83774825",0
"5842","structured Data","job83774825",0
"5843","data Mining","job83774825",0
"5844","scientific Method","job83774825",0
"5845","Math","job83774825",0
"5846","project Management","job83774825",0
"5847","data Management","job83774825",0
"5848","Statistics","job83774825",0
"5849","product design","job83774825",0
"5850","business Development","job83774825",0
"5851","machine Learning","job83774825",0
"5852","algorithms","job83774825",0
"5853","database","job83774825",0
"5854","graphical Models","job83774825",0
"5855","Models","job83774825",0
"5856","modelling","job83774825",0
"5857","unstructured data","job83774825",0
"5858","optimisation","job83774825",0
"5859","bayesian","job83774825",0
"5860","front end","job83774825",0
"5861","system administration","job83774825",0
"5862","back end","job83774825",0
"5863","big data","job83774825",0
"5864","distributed data","job83774825",0
"5865","cloud Management","job83774825",0
"5866","Hadoop","job83774825",0
"5867","Java","job83774825",0
"5868","R","job83774825",3
"5869","Hive","job83774825",0
"5870","Mapreduce","job83774825",0
"5871","NoSQL","job83774825",0
"5872","Pig","job83774825",0
"5873","SAS","job83774825",2
"5874","C","job83774825",1
"5875","Oracle","job83774825",0
"5876","Teradata","job83774825",3
"5877","SPSS","job83774825",0
"5878","Matlab","job83774825",0
"5879","Perl","job83774825",0
"5880","MySQL","job83774825",0
"5881","PostgreSQL","job83774825",0
"5882","Ruby","job83774825",0
"5883","HTML","job83774825",0
"5884","Stata","job83774825",0
"5885","Julia","job83774825",0
"5886","SQL","job83772615",0
"5887","Python","job83772615",0
"5888","communication skills","job83772615",0
"5889","Scala","job83772615",0
"5890","predictive analytics","job83772615",0
"5891","Natural Language Processing","job83772615",0
"5892","Analytical","job83772615",0
"5893","Creativity","job83772615",0
"5894","Mathematics","job83772615",0
"5895","Math","job83772615",0
"5896","Programming","job83772615",0
"5897","structured Data","job83772615",0
"5898","data Mining","job83772615",0
"5899","scientific Method","job83772615",0
"5900","Math","job83772615",0
"5901","project Management","job83772615",1
"5902","data Management","job83772615",0
"5903","Statistics","job83772615",0
"5904","product design","job83772615",0
"5905","business Development","job83772615",0
"5906","machine Learning","job83772615",0
"5907","algorithms","job83772615",0
"5908","database","job83772615",0
"5909","graphical Models","job83772615",0
"5910","Models","job83772615",0
"5911","modelling","job83772615",0
"5912","unstructured data","job83772615",1
"5913","optimisation","job83772615",0
"5914","bayesian","job83772615",0
"5915","front end","job83772615",0
"5916","system administration","job83772615",0
"5917","back end","job83772615",0
"5918","big data","job83772615",0
"5919","distributed data","job83772615",0
"5920","cloud Management","job83772615",0
"5921","Hadoop","job83772615",0
"5922","Java","job83772615",0
"5923","R","job83772615",0
"5924","Hive","job83772615",0
"5925","Mapreduce","job83772615",0
"5926","NoSQL","job83772615",0
"5927","Pig","job83772615",0
"5928","SAS","job83772615",0
"5929","C","job83772615",0
"5930","Oracle","job83772615",0
"5931","Teradata","job83772615",0
"5932","SPSS","job83772615",0
"5933","Matlab","job83772615",0
"5934","Perl","job83772615",0
"5935","MySQL","job83772615",0
"5936","PostgreSQL","job83772615",0
"5937","Ruby","job83772615",0
"5938","HTML","job83772615",0
"5939","Stata","job83772615",0
"5940","Julia","job83772615",0
"5941","SQL","job83767582",3
"5942","Python","job83767582",3
"5943","communication skills","job83767582",1
"5944","Scala","job83767582",0
"5945","predictive analytics","job83767582",0
"5946","Natural Language Processing","job83767582",0
"5947","Analytical","job83767582",0
"5948","Creativity","job83767582",0
"5949","Mathematics","job83767582",0
"5950","Math","job83767582",0
"5951","Programming","job83767582",0
"5952","structured Data","job83767582",0
"5953","data Mining","job83767582",0
"5954","scientific Method","job83767582",0
"5955","Math","job83767582",0
"5956","project Management","job83767582",0
"5957","data Management","job83767582",0
"5958","Statistics","job83767582",0
"5959","product design","job83767582",0
"5960","business Development","job83767582",0
"5961","machine Learning","job83767582",0
"5962","algorithms","job83767582",0
"5963","database","job83767582",0
"5964","graphical Models","job83767582",0
"5965","Models","job83767582",0
"5966","modelling","job83767582",0
"5967","unstructured data","job83767582",0
"5968","optimisation","job83767582",0
"5969","bayesian","job83767582",0
"5970","front end","job83767582",0
"5971","system administration","job83767582",0
"5972","back end","job83767582",0
"5973","big data","job83767582",0
"5974","distributed data","job83767582",0
"5975","cloud Management","job83767582",0
"5976","Hadoop","job83767582",0
"5977","Java","job83767582",0
"5978","R","job83767582",2
"5979","Hive","job83767582",0
"5980","Mapreduce","job83767582",0
"5981","NoSQL","job83767582",0
"5982","Pig","job83767582",0
"5983","SAS","job83767582",0
"5984","C","job83767582",0
"5985","Oracle","job83767582",0
"5986","Teradata","job83767582",0
"5987","SPSS","job83767582",0
"5988","Matlab","job83767582",0
"5989","Perl","job83767582",0
"5990","MySQL","job83767582",0
"5991","PostgreSQL","job83767582",0
"5992","Ruby","job83767582",0
"5993","HTML","job83767582",0
"5994","Stata","job83767582",0
"5995","Julia","job83767582",0
"5996","SQL","job83766046",0
"5997","Python","job83766046",0
"5998","communication skills","job83766046",0
"5999","Scala","job83766046",0
"6000","predictive analytics","job83766046",0
"6001","Natural Language Processing","job83766046",0
"6002","Analytical","job83766046",1
"6003","Creativity","job83766046",0
"6004","Mathematics","job83766046",0
"6005","Math","job83766046",0
"6006","Programming","job83766046",0
"6007","structured Data","job83766046",0
"6008","data Mining","job83766046",0
"6009","scientific Method","job83766046",0
"6010","Math","job83766046",0
"6011","project Management","job83766046",0
"6012","data Management","job83766046",1
"6013","Statistics","job83766046",0
"6014","product design","job83766046",0
"6015","business Development","job83766046",0
"6016","machine Learning","job83766046",0
"6017","algorithms","job83766046",0
"6018","database","job83766046",0
"6019","graphical Models","job83766046",0
"6020","Models","job83766046",0
"6021","modelling","job83766046",0
"6022","unstructured data","job83766046",0
"6023","optimisation","job83766046",0
"6024","bayesian","job83766046",0
"6025","front end","job83766046",0
"6026","system administration","job83766046",0
"6027","back end","job83766046",0
"6028","big data","job83766046",0
"6029","distributed data","job83766046",0
"6030","cloud Management","job83766046",0
"6031","Hadoop","job83766046",0
"6032","Java","job83766046",0
"6033","R","job83766046",0
"6034","Hive","job83766046",0
"6035","Mapreduce","job83766046",0
"6036","NoSQL","job83766046",0
"6037","Pig","job83766046",0
"6038","SAS","job83766046",0
"6039","C","job83766046",0
"6040","Oracle","job83766046",0
"6041","Teradata","job83766046",0
"6042","SPSS","job83766046",0
"6043","Matlab","job83766046",0
"6044","Perl","job83766046",0
"6045","MySQL","job83766046",0
"6046","PostgreSQL","job83766046",0
"6047","Ruby","job83766046",0
"6048","HTML","job83766046",0
"6049","Stata","job83766046",0
"6050","Julia","job83766046",0
"6051","SQL","job83762871",5
"6052","Python","job83762871",0
"6053","communication skills","job83762871",0
"6054","Scala","job83762871",0
"6055","predictive analytics","job83762871",0
"6056","Natural Language Processing","job83762871",0
"6057","Analytical","job83762871",0
"6058","Creativity","job83762871",0
"6059","Mathematics","job83762871",0
"6060","Math","job83762871",0
"6061","Programming","job83762871",0
"6062","structured Data","job83762871",0
"6063","data Mining","job83762871",0
"6064","scientific Method","job83762871",0
"6065","Math","job83762871",0
"6066","project Management","job83762871",0
"6067","data Management","job83762871",0
"6068","Statistics","job83762871",0
"6069","product design","job83762871",0
"6070","business Development","job83762871",0
"6071","machine Learning","job83762871",0
"6072","algorithms","job83762871",0
"6073","database","job83762871",0
"6074","graphical Models","job83762871",0
"6075","Models","job83762871",0
"6076","modelling","job83762871",0
"6077","unstructured data","job83762871",0
"6078","optimisation","job83762871",0
"6079","bayesian","job83762871",0
"6080","front end","job83762871",0
"6081","system administration","job83762871",0
"6082","back end","job83762871",0
"6083","big data","job83762871",0
"6084","distributed data","job83762871",0
"6085","cloud Management","job83762871",0
"6086","Hadoop","job83762871",0
"6087","Java","job83762871",0
"6088","R","job83762871",0
"6089","Hive","job83762871",0
"6090","Mapreduce","job83762871",0
"6091","NoSQL","job83762871",0
"6092","Pig","job83762871",0
"6093","SAS","job83762871",0
"6094","C","job83762871",0
"6095","Oracle","job83762871",0
"6096","Teradata","job83762871",0
"6097","SPSS","job83762871",0
"6098","Matlab","job83762871",0
"6099","Perl","job83762871",0
"6100","MySQL","job83762871",0
"6101","PostgreSQL","job83762871",0
"6102","Ruby","job83762871",0
"6103","HTML","job83762871",0
"6104","Stata","job83762871",0
"6105","Julia","job83762871",0
"6106","SQL","job83760477",1
"6107","Python","job83760477",0
"6108","communication skills","job83760477",0
"6109","Scala","job83760477",0
"6110","predictive analytics","job83760477",0
"6111","Natural Language Processing","job83760477",0
"6112","Analytical","job83760477",0
"6113","Creativity","job83760477",0
"6114","Mathematics","job83760477",0
"6115","Math","job83760477",0
"6116","Programming","job83760477",0
"6117","structured Data","job83760477",0
"6118","data Mining","job83760477",0
"6119","scientific Method","job83760477",0
"6120","Math","job83760477",0
"6121","project Management","job83760477",0
"6122","data Management","job83760477",0
"6123","Statistics","job83760477",1
"6124","product design","job83760477",0
"6125","business Development","job83760477",0
"6126","machine Learning","job83760477",0
"6127","algorithms","job83760477",0
"6128","database","job83760477",1
"6129","graphical Models","job83760477",0
"6130","Models","job83760477",0
"6131","modelling","job83760477",0
"6132","unstructured data","job83760477",0
"6133","optimisation","job83760477",0
"6134","bayesian","job83760477",0
"6135","front end","job83760477",0
"6136","system administration","job83760477",0
"6137","back end","job83760477",0
"6138","big data","job83760477",0
"6139","distributed data","job83760477",0
"6140","cloud Management","job83760477",0
"6141","Hadoop","job83760477",0
"6142","Java","job83760477",0
"6143","R","job83760477",0
"6144","Hive","job83760477",0
"6145","Mapreduce","job83760477",0
"6146","NoSQL","job83760477",0
"6147","Pig","job83760477",0
"6148","SAS","job83760477",0
"6149","C","job83760477",0
"6150","Oracle","job83760477",0
"6151","Teradata","job83760477",0
"6152","SPSS","job83760477",0
"6153","Matlab","job83760477",0
"6154","Perl","job83760477",0
"6155","MySQL","job83760477",0
"6156","PostgreSQL","job83760477",0
"6157","Ruby","job83760477",0
"6158","HTML","job83760477",0
"6159","Stata","job83760477",0
"6160","Julia","job83760477",0
"6161","SQL","job83757459",1
"6162","Python","job83757459",0
"6163","communication skills","job83757459",0
"6164","Scala","job83757459",0
"6165","predictive analytics","job83757459",0
"6166","Natural Language Processing","job83757459",0
"6167","Analytical","job83757459",0
"6168","Creativity","job83757459",0
"6169","Mathematics","job83757459",0
"6170","Math","job83757459",0
"6171","Programming","job83757459",0
"6172","structured Data","job83757459",0
"6173","data Mining","job83757459",0
"6174","scientific Method","job83757459",0
"6175","Math","job83757459",0
"6176","project Management","job83757459",0
"6177","data Management","job83757459",0
"6178","Statistics","job83757459",0
"6179","product design","job83757459",0
"6180","business Development","job83757459",0
"6181","machine Learning","job83757459",0
"6182","algorithms","job83757459",0
"6183","database","job83757459",0
"6184","graphical Models","job83757459",0
"6185","Models","job83757459",0
"6186","modelling","job83757459",0
"6187","unstructured data","job83757459",0
"6188","optimisation","job83757459",0
"6189","bayesian","job83757459",0
"6190","front end","job83757459",0
"6191","system administration","job83757459",0
"6192","back end","job83757459",0
"6193","big data","job83757459",0
"6194","distributed data","job83757459",0
"6195","cloud Management","job83757459",0
"6196","Hadoop","job83757459",0
"6197","Java","job83757459",0
"6198","R","job83757459",0
"6199","Hive","job83757459",0
"6200","Mapreduce","job83757459",0
"6201","NoSQL","job83757459",0
"6202","Pig","job83757459",0
"6203","SAS","job83757459",0
"6204","C","job83757459",0
"6205","Oracle","job83757459",0
"6206","Teradata","job83757459",0
"6207","SPSS","job83757459",0
"6208","Matlab","job83757459",0
"6209","Perl","job83757459",0
"6210","MySQL","job83757459",0
"6211","PostgreSQL","job83757459",0
"6212","Ruby","job83757459",0
"6213","HTML","job83757459",0
"6214","Stata","job83757459",0
"6215","Julia","job83757459",0
"6216","SQL","job83752357",0
"6217","Python","job83752357",0
"6218","communication skills","job83752357",1
"6219","Scala","job83752357",0
"6220","predictive analytics","job83752357",0
"6221","Natural Language Processing","job83752357",0
"6222","Analytical","job83752357",1
"6223","Creativity","job83752357",0
"6224","Mathematics","job83752357",0
"6225","Math","job83752357",0
"6226","Programming","job83752357",0
"6227","structured Data","job83752357",0
"6228","data Mining","job83752357",0
"6229","scientific Method","job83752357",0
"6230","Math","job83752357",0
"6231","project Management","job83752357",0
"6232","data Management","job83752357",0
"6233","Statistics","job83752357",0
"6234","product design","job83752357",0
"6235","business Development","job83752357",0
"6236","machine Learning","job83752357",0
"6237","algorithms","job83752357",0
"6238","database","job83752357",0
"6239","graphical Models","job83752357",0
"6240","Models","job83752357",0
"6241","modelling","job83752357",0
"6242","unstructured data","job83752357",0
